id,realDonaldTrump,HillaryClinton
0,0.186461,0.813539
1,0.0811575,0.918842
2,0.837811,0.162189
3,0.233422,0.766578
4,0.964789,0.0352111
5,0.170803,0.829197
6,0.268351,0.731649
7,0.156267,0.843733
8,0.127637,0.872363
9,0.459445,0.540555
10,0.611276,0.388724
11,0.463607,0.536393
12,0.090918,0.909082
13,0.295432,0.704568
14,0.341426,0.658574
15,0.635808,0.364192
16,0.454439,0.545561
17,0.990566,0.00943438
18,0.183824,0.816176
19,0.95607,0.0439301
20,0.973325,0.0266752
21,0.124419,0.875581
22,0.473168,0.526832
23,0.695568,0.304432
24,0.153562,0.846438
25,0.190261,0.809739
26,0.946275,0.0537251
27,0.168043,0.831957
28,0.235424,0.764576
29,0.445939,0.554061
30,0.453673,0.546327
31,0.604794,0.395206
32,0.162156,0.837844
33,0.162442,0.837558
34,0.781944,0.218056
35,0.371127,0.628873
36,0.131011,0.868989
37,0.527498,0.472502
38,0.286076,0.713924
39,0.417937,0.582063
40,0.0847748,0.915225
41,0.405917,0.594083
42,0.0682826,0.931717
43,0.168243,0.831757
44,0.347957,0.652043
45,0.153129,0.846871
46,0.136848,0.863152
47,0.611567,0.388433
48,0.493667,0.506333
49,0.34494,0.65506
50,0.760394,0.239606
51,0.639418,0.360582
52,0.187586,0.812414
53,0.300478,0.699522
54,0.139244,0.860756
55,0.937356,0.0626438
56,0.299194,0.700806
57,0.116579,0.883421
58,0.123121,0.876879
59,0.953392,0.0466082
60,0.0865258,0.913474
61,0.203253,0.796747
62,0.421212,0.578788
63,0.303184,0.696816
64,0.256975,0.743025
65,0.0920097,0.90799
66,0.532492,0.467508
67,0.148164,0.851836
68,0.214287,0.785713
69,0.155025,0.844975
70,0.905909,0.0940908
71,0.424141,0.575859
72,0.213549,0.786451
73,0.281914,0.718086
74,0.250943,0.749057
75,0.177636,0.822364
76,0.173711,0.826289
77,0.180312,0.819688
78,0.137218,0.862782
79,0.126533,0.873467
80,0.183055,0.816945
81,0.381702,0.618298
82,0.0981721,0.901828
83,0.439158,0.560842
84,0.588772,0.411228
85,0.195928,0.804072
86,0.946579,0.0534213
87,0.561921,0.438079
88,0.195901,0.804099
89,0.797548,0.202452
90,0.176107,0.823893
91,0.269286,0.730714
92,0.194535,0.805465
93,0.976274,0.0237256
94,0.970939,0.0290615
95,0.285867,0.714133
96,0.440431,0.559569
97,0.338434,0.661566
98,0.111926,0.888074
99,0.150872,0.849128
100,0.265512,0.734488
101,0.110455,0.889545
102,0.500795,0.499205
103,0.162771,0.837229
104,0.317242,0.682758
105,0.798439,0.201561
106,0.15046,0.84954
107,0.382213,0.617787
108,0.232006,0.767994
109,0.210076,0.789924
110,0.122248,0.877752
111,0.203577,0.796424
112,0.495358,0.504642
113,0.475824,0.524176
114,0.989284,0.0107165
115,0.190152,0.809848
116,0.1289,0.8711
117,0.815298,0.184702
118,0.189247,0.810753
119,0.138785,0.861215
120,0.245918,0.754082
121,0.143455,0.856545
122,0.132218,0.867782
123,0.153693,0.846307
124,0.305876,0.694124
125,0.121175,0.878825
126,0.119277,0.880723
127,0.125885,0.874115
128,0.110523,0.889477
129,0.130971,0.869029
130,0.139349,0.860651
131,0.158772,0.841228
132,0.255086,0.744914
133,0.118081,0.881919
134,0.168158,0.831842
135,0.47248,0.52752
136,0.889709,0.110291
137,0.078704,0.921296
138,0.167755,0.832245
139,0.29029,0.70971
140,0.140973,0.859027
141,0.302461,0.697539
142,0.126369,0.873631
143,0.677261,0.322739
144,0.0893626,0.910637
145,0.918356,0.0816435
146,0.239836,0.760164
147,0.171402,0.828598
148,0.336277,0.663723
149,0.318599,0.681401
150,0.204365,0.795635
151,0.297572,0.702428
152,0.136073,0.863927
153,0.938974,0.061026
154,0.161847,0.838153
155,0.27663,0.72337
156,0.0928644,0.907136
157,0.199693,0.800307
158,0.121722,0.878278
159,0.296528,0.703472
160,0.180457,0.819543
161,0.170581,0.829419
162,0.0827504,0.91725
163,0.349516,0.650484
164,0.130368,0.869632
165,0.15075,0.84925
166,0.169001,0.830999
167,0.563433,0.436567
168,0.935431,0.0645688
169,0.297618,0.702382
170,0.353374,0.646626
171,0.140479,0.859521
172,0.205312,0.794688
173,0.161812,0.838188
174,0.727009,0.272991
175,0.135969,0.864031
176,0.139497,0.860503
177,0.131933,0.868067
178,0.948481,0.0515191
179,0.403192,0.596808
180,0.101391,0.898609
181,0.869094,0.130906
182,0.960944,0.0390557
183,0.23076,0.76924
184,0.464202,0.535798
185,0.96935,0.0306496
186,0.116551,0.883449
187,0.208854,0.791146
188,0.119278,0.880722
189,0.108353,0.891647
190,0.144731,0.855269
191,0.251716,0.748284
192,0.119998,0.880002
193,0.284223,0.715777
194,0.210963,0.789037
195,0.105875,0.894125
196,0.121704,0.878296
197,0.16639,0.83361
198,0.289566,0.710434
199,0.97067,0.0293304
200,0.886638,0.113362
201,0.835828,0.164172
202,0.939935,0.0600647
203,0.932226,0.0677743
204,0.171883,0.828117
205,0.270376,0.729624
206,0.203057,0.796943
207,0.105243,0.894757
208,0.222332,0.777668
209,0.123397,0.876603
210,0.152504,0.847496
211,0.178071,0.821929
212,0.181223,0.818777
213,0.0947381,0.905262
214,0.449246,0.550754
215,0.77084,0.22916
216,0.165294,0.834706
217,0.258596,0.741404
218,0.339254,0.660746
219,0.274097,0.725903
220,0.197775,0.802225
221,0.0441249,0.955875
222,0.0883645,0.911635
223,0.595433,0.404567
224,0.767192,0.232808
225,0.796832,0.203168
226,0.652714,0.347286
227,0.495579,0.504421
228,0.966569,0.0334308
229,0.413266,0.586734
230,0.957584,0.0424157
231,0.892446,0.107554
232,0.0990674,0.900933
233,0.0649931,0.935007
234,0.869251,0.130749
235,0.312741,0.687259
236,0.743518,0.256482
237,0.434006,0.565994
238,0.0820738,0.917926
239,0.141129,0.858871
240,0.972477,0.0275233
241,0.139588,0.860412
242,0.636457,0.363543
243,0.437004,0.562996
244,0.406079,0.593921
245,0.213319,0.786681
246,0.342146,0.657854
247,0.898593,0.101407
248,0.888764,0.111236
249,0.828209,0.171791
250,0.89112,0.10888
251,0.790047,0.209953
252,0.359721,0.640279
253,0.0638967,0.936103
254,0.28094,0.71906
255,0.423238,0.576762
256,0.297301,0.702699
257,0.0946312,0.905369
258,0.283862,0.716138
259,0.480701,0.519299
260,0.178861,0.821139
261,0.079885,0.920115
262,0.246688,0.753312
263,0.118568,0.881432
264,0.894339,0.105661
265,0.149907,0.850093
266,0.152239,0.847761
267,0.234666,0.765334
268,0.508096,0.491904
269,0.757723,0.242276
270,0.116071,0.883929
271,0.0841214,0.915879
272,0.898877,0.101123
273,0.2333,0.7667
274,0.899266,0.100734
275,0.141903,0.858097
276,0.059718,0.940282
277,0.910814,0.0891858
278,0.93943,0.0605699
279,0.0918496,0.90815
280,0.411473,0.588527
281,0.176074,0.823926
282,0.540249,0.459751
283,0.886698,0.113302
284,0.678363,0.321637
285,0.606009,0.393991
286,0.21493,0.785069
287,0.20515,0.79485
288,0.38144,0.61856
289,0.315831,0.684169
290,0.163676,0.836324
291,0.144637,0.855363
292,0.267466,0.732534
293,0.267319,0.732681
294,0.980412,0.0195882
295,0.193756,0.806244
296,0.302382,0.697618
297,0.143742,0.856258
298,0.190353,0.809647
299,0.894379,0.105621
300,0.608397,0.391603
301,0.123095,0.876905
302,0.173193,0.826807
303,0.603492,0.396508
304,0.950919,0.0490811
305,0.314771,0.685229
306,0.966834,0.0331655
307,0.224955,0.775045
308,0.852205,0.147795
309,0.168418,0.831582
310,0.243106,0.756894
311,0.57844,0.42156
312,0.712029,0.287971
313,0.953305,0.0466953
314,0.317377,0.682623
315,0.216117,0.783883
316,0.260106,0.739894
317,0.201934,0.798066
318,0.785827,0.214173
319,0.650722,0.349278
320,0.969959,0.0300407
321,0.312111,0.687889
322,0.40006,0.59994
323,0.106025,0.893975
324,0.103178,0.896822
325,0.413039,0.586961
326,0.8832,0.1168
327,0.882512,0.117488
328,0.240248,0.759752
329,0.453144,0.546856
330,0.92017,0.07983
331,0.135135,0.864865
332,0.104437,0.895563
333,0.274958,0.725042
334,0.821626,0.178374
335,0.191557,0.808443
336,0.530613,0.469386
337,0.0863958,0.913604
338,0.745536,0.254464
339,0.956187,0.0438128
340,0.292104,0.707896
341,0.291004,0.708996
342,0.254687,0.745313
343,0.264251,0.735749
344,0.165407,0.834593
345,0.175601,0.824399
346,0.086359,0.913641
347,0.419142,0.580858
348,0.155561,0.844439
349,0.36127,0.63873
350,0.361912,0.638088
351,0.34797,0.65203
352,0.131474,0.868526
353,0.128111,0.871889
354,0.42337,0.57663
355,0.253027,0.746974
356,0.237482,0.762518
357,0.221718,0.778282
358,0.169667,0.830333
359,0.179183,0.820817
360,0.161939,0.838061
361,0.136475,0.863525
362,0.195668,0.804332
363,0.103274,0.896726
364,0.550786,0.449214
365,0.112072,0.887928
366,0.292683,0.707317
367,0.785257,0.214743
368,0.720887,0.279113
369,0.14084,0.85916
370,0.948943,0.051057
371,0.903138,0.0968618
372,0.442464,0.557536
373,0.766185,0.233815
374,0.925218,0.0747823
375,0.478208,0.521792
376,0.177414,0.822586
377,0.837476,0.162524
378,0.423825,0.576175
379,0.209891,0.790109
380,0.791915,0.208085
381,0.678859,0.321141
382,0.93949,0.0605105
383,0.177359,0.822641
384,0.262878,0.737122
385,0.281407,0.718593
386,0.497722,0.502278
387,0.120336,0.879664
388,0.413076,0.586924
389,0.251455,0.748545
390,0.368822,0.631178
391,0.598063,0.401937
392,0.502111,0.497889
393,0.914346,0.0856541
394,0.19494,0.80506
395,0.94161,0.0583898
396,0.174258,0.825742
397,0.101359,0.898641
398,0.773789,0.226211
399,0.281892,0.718108
400,0.117296,0.882704
401,0.286357,0.713643
402,0.225575,0.774425
403,0.969205,0.0307955
404,0.923779,0.0762213
405,0.772088,0.227912
406,0.886485,0.113515
407,0.205441,0.794559
408,0.942402,0.0575979
409,0.604705,0.395295
410,0.363166,0.636834
411,0.784492,0.215508
412,0.864931,0.135069
413,0.563159,0.436841
414,0.212038,0.787962
415,0.796019,0.203981
416,0.726747,0.273253
417,0.666755,0.333245
418,0.447857,0.552143
419,0.621709,0.378291
420,0.49932,0.50068
421,0.152346,0.847654
422,0.51954,0.48046
423,0.0719035,0.928096
424,0.417851,0.582149
425,0.935534,0.0644661
426,0.292495,0.707505
427,0.171141,0.828859
428,0.56775,0.43225
429,0.28855,0.71145
430,0.237439,0.762561
431,0.156594,0.843406
432,0.10631,0.89369
433,0.851285,0.148715
434,0.274053,0.725947
435,0.540798,0.459202
436,0.345924,0.654076
437,0.46883,0.53117
438,0.221215,0.778785
439,0.466902,0.533098
440,0.376124,0.623876
441,0.148473,0.851527
442,0.152592,0.847408
443,0.636515,0.363485
444,0.20415,0.79585
445,0.601069,0.398931
446,0.526475,0.473525
