id,realDonaldTrump,HillaryClinton
0,0.216643,0.783357
1,0.293979,0.706021
2,0.864673,0.135327
3,0.23261,0.76739
4,0.677249,0.322751
5,0.0241053,0.975895
6,0.0450174,0.954983
7,0.117421,0.882579
8,0.0188355,0.981165
9,0.201484,0.798516
10,0.123232,0.876768
11,0.218666,0.781334
12,0.025678,0.974322
13,0.0585514,0.941449
14,0.0547767,0.945223
15,0.987774,0.0122259
16,0.0533463,0.946654
17,0.988253,0.0117473
18,0.0821747,0.917825
19,0.989646,0.0103541
20,0.969614,0.0303863
21,0.250242,0.749758
22,0.938477,0.0615234
23,0.210741,0.789259
24,0.978025,0.0219746
25,0.483266,0.516734
26,0.967025,0.0329749
27,0.0505725,0.949428
28,0.11838,0.88162
29,0.286411,0.713589
30,0.931853,0.0681474
31,0.0572033,0.942797
32,0.0967403,0.90326
33,0.17839,0.82161
34,0.714912,0.285087
35,0.0393764,0.960624
36,0.120214,0.879786
37,0.906066,0.0939336
38,0.951881,0.0481192
39,0.219509,0.780491
40,0.0563325,0.943668
41,0.0377982,0.962202
42,0.16587,0.83413
43,0.0634004,0.9366
44,0.0297562,0.970244
45,0.105922,0.894078
46,0.171204,0.828796
47,0.0589978,0.941002
48,0.203238,0.796762
49,0.0170125,0.982988
50,0.88958,0.11042
51,0.138115,0.861885
52,0.0429278,0.957072
53,0.0434947,0.956505
54,0.207296,0.792704
55,0.962381,0.0376185
56,0.0153214,0.984679
57,0.0404117,0.959588
58,0.0887529,0.911247
59,0.966586,0.0334138
60,0.0234897,0.97651
61,0.0253915,0.974609
62,0.353244,0.646756
63,0.0295185,0.970481
64,0.942414,0.0575856
65,0.154247,0.845753
66,0.0622484,0.937752
67,0.422679,0.577321
68,0.227743,0.772257
69,0.0352375,0.964763
70,0.932981,0.0670195
71,0.0458423,0.954158
72,0.0811607,0.918839
73,0.66982,0.33018
74,0.28915,0.71085
75,0.0394044,0.960596
76,0.458903,0.541097
77,0.311107,0.688893
78,0.0351406,0.964859
79,0.14933,0.85067
80,0.31176,0.68824
81,0.545539,0.454461
82,0.175135,0.824865
83,0.308361,0.691639
84,0.713395,0.286605
85,0.0449924,0.955008
86,0.534502,0.465498
87,0.622091,0.37791
88,0.0398799,0.96012
89,0.53379,0.46621
90,0.0166474,0.983353
91,0.198765,0.801235
92,0.021876,0.978124
93,0.942446,0.0575544
94,0.972602,0.0273982
95,0.391703,0.608297
96,0.0221733,0.977827
97,0.0268214,0.973179
98,0.347519,0.652481
99,0.0178171,0.982183
100,0.105618,0.894382
101,0.383281,0.616719
102,0.195803,0.804197
103,0.0355703,0.96443
104,0.986687,0.0133125
105,0.837715,0.162285
106,0.776982,0.223018
107,0.0464858,0.953514
108,0.917968,0.0820322
109,0.0861578,0.913842
110,0.0855537,0.914446
111,0.0145405,0.98546
112,0.0416244,0.958376
113,0.108411,0.891589
114,0.964364,0.0356365
115,0.0199165,0.980083
116,0.0326696,0.96733
117,0.628156,0.371844
