id,realDonaldTrump,HillaryClinton
0,0.385761,0.614239
1,0.335654,0.664346
2,0.568427,0.431573
3,0.426519,0.573481
4,0.645302,0.354698
5,0.429787,0.570213
6,0.425255,0.574745
7,0.349605,0.650395
8,0.401853,0.598147
9,0.467976,0.532024
10,0.528314,0.471686
11,0.465543,0.534457
12,0.309094,0.690906
13,0.415203,0.584797
14,0.47229,0.52771
15,0.523755,0.476245
16,0.502483,0.497517
17,0.668619,0.331381
18,0.435445,0.564555
19,0.60248,0.39752
20,0.643303,0.356697
21,0.377504,0.622496
22,0.463368,0.536632
23,0.527101,0.472899
24,0.379079,0.620921
25,0.413868,0.586132
26,0.61752,0.38248
27,0.405469,0.594531
28,0.452854,0.547146
29,0.485883,0.514117
30,0.47901,0.52099
31,0.519273,0.480727
32,0.390392,0.609608
33,0.388103,0.611897
34,0.550751,0.449249
35,0.459438,0.540563
36,0.377766,0.622234
37,0.50449,0.49551
38,0.435597,0.564403
39,0.485245,0.514755
40,0.342164,0.657836
41,0.489904,0.510096
42,0.305414,0.694587
43,0.42825,0.57175
44,0.478801,0.521199
45,0.393136,0.606864
46,0.415634,0.584366
47,0.498279,0.501721
48,0.49749,0.50251
49,0.462266,0.537734
50,0.54164,0.45836
51,0.52432,0.47568
52,0.421269,0.578731
53,0.440897,0.559103
54,0.391981,0.608019
55,0.613383,0.386617
56,0.454968,0.545032
57,0.394028,0.605972
58,0.369356,0.630644
59,0.617659,0.382341
60,0.337806,0.662194
61,0.444592,0.555408
62,0.511124,0.488876
63,0.463817,0.536183
64,0.46294,0.53706
65,0.364672,0.635328
66,0.499937,0.500063
67,0.372525,0.627475
68,0.446549,0.553451
69,0.422101,0.577899
70,0.620051,0.379949
71,0.496689,0.503311
72,0.414998,0.585002
73,0.448894,0.551106
74,0.439317,0.560683
75,0.385833,0.614167
76,0.386891,0.613109
77,0.414474,0.585526
78,0.377572,0.622428
79,0.395347,0.604653
80,0.391025,0.608975
81,0.482119,0.517881
82,0.338659,0.661341
83,0.490807,0.509193
84,0.502412,0.497588
85,0.332068,0.667932
86,0.625097,0.374903
87,0.482084,0.517916
88,0.416802,0.583198
89,0.508047,0.491953
90,0.414212,0.585788
91,0.434828,0.565172
92,0.438637,0.561363
93,0.620352,0.379648
94,0.610378,0.389622
95,0.449837,0.550163
96,0.50774,0.49226
97,0.45743,0.54257
98,0.366828,0.633172
99,0.390846,0.609154
100,0.453508,0.546492
101,0.376828,0.623172
102,0.528586,0.471414
103,0.40462,0.59538
104,0.409922,0.590078
105,0.535798,0.464202
106,0.414231,0.585769
107,0.456372,0.543628
108,0.446418,0.553582
109,0.459131,0.540869
110,0.365239,0.634761
111,0.427839,0.572161
112,0.464527,0.535473
113,0.505497,0.494503
114,0.730195,0.269805
115,0.431126,0.568874
116,0.41062,0.58938
117,0.554352,0.445649
118,0.442091,0.557909
119,0.404591,0.595409
120,0.443838,0.556162
121,0.386045,0.613955
122,0.366678,0.633322
123,0.391681,0.608319
124,0.469038,0.530962
125,0.354335,0.645665
126,0.385666,0.614334
127,0.370057,0.629943
128,0.395243,0.604757
129,0.39772,0.60228
130,0.384917,0.615083
131,0.408157,0.591843
132,0.489041,0.510959
133,0.391054,0.608946
134,0.406518,0.593482
135,0.508684,0.491316
136,0.594344,0.405656
137,0.332092,0.667908
138,0.386341,0.613659
139,0.4544,0.545601
140,0.347835,0.652165
141,0.437008,0.562992
142,0.34592,0.65408
143,0.550231,0.449769
144,0.316294,0.683706
145,0.5762,0.4238
146,0.419616,0.580384
147,0.386126,0.613874
148,0.454765,0.545235
149,0.472375,0.527625
150,0.419297,0.580703
151,0.46899,0.53101
152,0.391147,0.608853
153,0.600242,0.399758
154,0.383199,0.616801
155,0.464519,0.535481
156,0.321938,0.678062
157,0.443707,0.556293
158,0.379957,0.620043
159,0.464064,0.535936
160,0.400803,0.599197
161,0.4036,0.5964
162,0.315535,0.684465
163,0.453497,0.546503
164,0.358256,0.641744
165,0.413055,0.586945
166,0.414308,0.585693
167,0.483046,0.516954
168,0.666476,0.333524
169,0.451982,0.548018
170,0.45224,0.54776
171,0.377397,0.622603
172,0.363118,0.636882
173,0.411492,0.588508
